ID,population,age,sex,measure,emotion,chose_emotion
S022,child,9.399086757990869,M,deepen,happy,0
S022,child,9.399086757990869,M,deepen,sad,0
S023,child,8.40730593607306,F,deepen,happy,NA
S023,child,8.40730593607306,F,deepen,sad,0
S024,child,6.28013698630137,F,deepen,happy,1
S024,child,6.28013698630137,F,deepen,sad,NA
S025,child,9.680365296803652,M,deepen,happy,NA
S025,child,9.680365296803652,M,deepen,sad,0
S026,child,9.707762557077626,F,deepen,happy,0
S026,child,9.707762557077626,F,deepen,sad,0
S027,child,6.541095890410959,M,deepen,happy,1
S027,child,6.541095890410959,M,deepen,sad,1
S028,child,6.191324200913242,M,deepen,happy,0
S028,child,6.191324200913242,M,deepen,sad,0
S029,child,7.502739726027397,F,deepen,happy,0
S029,child,7.502739726027397,F,deepen,sad,1
S030,child,6.21324200913242,F,deepen,happy,1
S030,child,6.21324200913242,F,deepen,sad,1
S031,child,6.368949771689498,F,deepen,happy,1
S031,child,6.368949771689498,F,deepen,sad,0
S032,child,9.094292237442923,F,deepen,happy,1
S032,child,9.094292237442923,F,deepen,sad,0
S033,child,7.465981735159818,F,deepen,happy,0
S033,child,7.465981735159818,F,deepen,sad,0
S034,child,7.657305936073059,M,deepen,happy,1
S034,child,7.657305936073059,M,deepen,sad,0
S035,child,8.024657534246575,M,deepen,happy,0
S035,child,8.024657534246575,M,deepen,sad,0
S036,child,7,F,deepen,happy,1
S036,child,7,F,deepen,sad,0
S037,child,8.93310502283105,M,deepen,happy,1
S037,child,8.93310502283105,M,deepen,sad,0
S038,child,8.344292237442923,F,deepen,happy,1
S038,child,8.344292237442923,F,deepen,sad,1
S039,child,9.568493150684931,M,deepen,happy,0
S039,child,9.568493150684931,M,deepen,sad,0
S040,child,8.412785388127855,F,deepen,happy,1
S040,child,8.412785388127855,F,deepen,sad,1
S041,child,9.196803652968036,F,deepen,happy,1
S041,child,9.196803652968036,F,deepen,sad,1
S042,child,8.415525114155251,M,deepen,happy,0
S042,child,8.415525114155251,M,deepen,sad,0
S043,child,8.493378995433789,M,deepen,happy,0
S043,child,8.493378995433789,M,deepen,sad,0
S044,child,8.841552511415525,F,deepen,happy,0
S044,child,8.841552511415525,F,deepen,sad,0
S045,child,9.235159817351597,M,deepen,happy,0
S045,child,9.235159817351597,M,deepen,sad,0
S046,child,6.010958904109589,M,deepen,happy,0
S046,child,6.010958904109589,M,deepen,sad,1
S047,child,8.016438356164384,F,deepen,happy,1
S047,child,8.016438356164384,F,deepen,sad,0
S048,child,9.25,F,deepen,happy,1
S048,child,9.25,F,deepen,sad,1
S049,child,8.521917808219179,M,deepen,happy,0
S049,child,8.521917808219179,M,deepen,sad,1
S050,child,6.357990867579908,F,deepen,happy,1
S050,child,6.357990867579908,F,deepen,sad,1
S051,child,7.868949771689498,M,deepen,happy,0
S051,child,7.868949771689498,M,deepen,sad,0
S052,child,8.073972602739726,M,deepen,happy,0
S052,child,8.073972602739726,M,deepen,sad,0
S053,child,8.282876712328767,M,deepen,happy,1
S053,child,8.282876712328767,M,deepen,sad,1
S054,child,6.56027397260274,F,deepen,happy,0
S054,child,6.56027397260274,F,deepen,sad,1
S055,child,9.032876712328767,F,deepen,happy,0
S055,child,9.032876712328767,F,deepen,sad,0
S056,child,6.72420091324201,M,deepen,happy,0
S056,child,6.72420091324201,M,deepen,sad,0
S057,child,7.4100456621004565,F,deepen,happy,0
S057,child,7.4100456621004565,F,deepen,sad,0
S058,child,8.516438356164384,F,deepen,happy,1
S058,child,8.516438356164384,F,deepen,sad,0
S059,child,6.516438356164383,M,deepen,happy,0
S059,child,6.516438356164383,M,deepen,sad,0
S060,child,6.573972602739726,F,deepen,happy,0
S060,child,6.573972602739726,F,deepen,sad,0
S061,child,9.479680365296803,F,deepen,happy,0
S061,child,9.479680365296803,F,deepen,sad,0
S062,child,9.527397260273972,M,deepen,happy,1
S062,child,9.527397260273972,M,deepen,sad,0
S063,child,6.669406392694064,M,deepen,happy,0
S063,child,6.669406392694064,M,deepen,sad,0
S064,child,6.19406392694064,F,deepen,happy,1
S064,child,6.19406392694064,F,deepen,sad,1
S065,child,6.068493150684931,F,deepen,happy,1
S065,child,6.068493150684931,F,deepen,sad,1
S066,child,8.968721461187213,F,deepen,happy,0
S066,child,8.968721461187213,F,deepen,sad,0
S067,child,7.519178082191781,F,deepen,happy,0
S067,child,7.519178082191781,F,deepen,sad,1
S068,child,6.263698630136986,F,deepen,happy,1
S068,child,6.263698630136986,F,deepen,sad,0
S069,child,6.291095890410959,NB,deepen,happy,0
S069,child,6.291095890410959,NB,deepen,sad,0
S070,child,9.099771689497718,F,deepen,happy,0
S070,child,9.099771689497718,F,deepen,sad,1
S071,child,8.274657534246575,M,deepen,happy,1
S071,child,8.274657534246575,M,deepen,sad,0
S072,child,6.207762557077626,M,deepen,happy,0
S072,child,6.207762557077626,M,deepen,sad,1
S073,child,6.597031963470319,M,deepen,happy,0
S073,child,6.597031963470319,M,deepen,sad,0
S074,child,8.460502283105022,M,deepen,happy,0
S074,child,8.460502283105022,M,deepen,sad,1
S075,child,7.893607305936073,F,deepen,happy,0
S075,child,7.893607305936073,F,deepen,sad,0
S076,child,8.32123287671233,F,deepen,happy,1
S076,child,8.32123287671233,F,deepen,sad,0
S077,child,9.516438356164384,F,deepen,happy,1
S077,child,9.516438356164384,F,deepen,sad,0
S078,child,6.107990867579908,M,deepen,happy,0
S078,child,6.107990867579908,M,deepen,sad,0
S079,child,6.25,F,deepen,happy,1
S079,child,6.25,F,deepen,sad,0
S080,child,7.419406392694064,M,deepen,happy,0
S080,child,7.419406392694064,M,deepen,sad,0
S081,child,7.573972602739726,M,deepen,happy,0
S081,child,7.573972602739726,M,deepen,sad,0
S082,child,8.027397260273972,M,deepen,happy,0
S082,child,8.027397260273972,M,deepen,sad,0
S083,child,6.33607305936073,F,deepen,happy,1
S083,child,6.33607305936073,F,deepen,sad,1
S084,child,6.763698630136986,M,deepen,happy,0
S084,child,6.763698630136986,M,deepen,sad,1
S085,child,9.508219178082191,F,deepen,happy,0
S085,child,9.508219178082191,F,deepen,sad,1
S086,child,8.344292237442923,M,deepen,happy,1
S086,child,8.344292237442923,M,deepen,sad,1
S087,child,9.258219178082191,F,deepen,happy,0
S087,child,9.258219178082191,F,deepen,sad,0
S088,child,6.162785388127854,F,deepen,happy,1
S088,child,6.162785388127854,F,deepen,sad,0
S089,child,7.18310502283105,M,deepen,happy,1
S089,child,7.18310502283105,M,deepen,sad,1
S090,child,7.707762557077626,F,deepen,happy,1
S090,child,7.707762557077626,F,deepen,sad,0
S091,child,6.052054794520548,F,deepen,happy,1
S091,child,6.052054794520548,F,deepen,sad,1
S092,child,8.438584474885845,M,deepen,happy,1
S092,child,8.438584474885845,M,deepen,sad,1
S093,child,8.84703196347032,F,deepen,happy,0
S093,child,8.84703196347032,F,deepen,sad,0
S094,child,7.468721461187215,M,deepen,happy,0
S094,child,7.468721461187215,M,deepen,sad,0
S095,child,8.01095890410959,F,deepen,happy,0
S095,child,8.01095890410959,F,deepen,sad,0
S096,child,6.299315068493151,M,deepen,happy,1
S096,child,6.299315068493151,M,deepen,sad,0
S097,child,6.471461187214612,M,deepen,happy,1
S097,child,6.471461187214612,M,deepen,sad,0
S098,child,7.422146118721462,F,deepen,happy,0
S098,child,7.422146118721462,F,deepen,sad,0
S099,child,8.218721461187213,M,deepen,happy,0
S099,child,8.218721461187213,M,deepen,sad,1
S100,child,6.571232876712329,F,deepen,happy,0
S100,child,6.571232876712329,F,deepen,sad,0
S101,child,8.743378995433789,M,deepen,happy,0
S101,child,8.743378995433789,M,deepen,sad,0
S102,child,7.016438356164383,M,deepen,happy,0
S102,child,7.016438356164383,M,deepen,sad,0
S103,child,9.535616438356165,F,deepen,happy,0
S103,child,9.535616438356165,F,deepen,sad,0
S104,child,9.674885844748857,M,deepen,happy,1
S104,child,9.674885844748857,M,deepen,sad,1
S105,child,8.20228310502283,F,deepen,happy,0
S105,child,8.20228310502283,F,deepen,sad,0
